"collected_date","reported_date","school_board","school_id","school","municipality","confirmed_student_cases","confirmed_staff_cases","confirmed_unspecified_cases","total_confirmed_cases","id"
"2021-04-14","2021-04-15","Trillium Lakelands District School Board","620173","Woodville Elementary School","Kawartha Lakes",2,0,0,2,1095
"2021-04-14","2021-04-15","Upper Canada District School Board","B66192","Board Site","Brockville",0,1,0,1,1096
"2021-04-14","2021-04-15","Upper Canada District School Board","247005","Bridgewood Public School","Cornwall",0,2,0,2,1097
"2021-04-14","2021-04-15","Upper Canada District School Board","073911","Caldwell Street Elementary School","Carleton Place",1,0,0,1,1098
"2021-04-14","2021-04-15","Upper Canada District School Board","262508","Char-Lan Intermediate School","South Glengarry",1,1,0,2,1099
"2021-04-14","2021-04-15","Upper Canada District School Board","157376","Eamer’s Corners Public School","Cornwall",1,0,0,1,1100
"2021-04-14","2021-04-15","Upper Canada District School Board","288934","Kemptville Public School","North Grenville",1,0,0,1,1101
"2021-04-14","2021-04-15","Upper Canada District School Board","349623","Maynard Public School","Augusta",1,0,0,1,1102
"2021-04-14","2021-04-15","Upper Canada District School Board","452297","Pleasant Corners Public School","Champlain",1,0,0,1,1103
"2021-04-14","2021-04-15","Upper Canada District School Board","935425","Rockland District High School","Clarence-Rockland",1,0,0,1,1104
"2021-04-14","2021-04-15","Upper Canada District School Board","937673","Russell High School","Russell",2,0,0,2,1105
"2021-04-14","2021-04-15","Upper Canada District School Board","524654","South Branch Elementary School","North Grenville",1,0,0,1,1106
"2021-04-14","2021-04-15","Upper Canada District School Board","948314","Thousand Islands Secondary School","Brockville",1,1,0,2,1107
"2021-04-14","2021-04-15","Upper Canada District School Board","949094","Vankleek Hill Collegiate Institute","Champlain",1,0,0,1,1108
"2021-04-14","2021-04-15","Upper Canada District School Board","613150","Winchester Public School","North Dundas",1,0,0,1,1109
"2021-04-14","2021-04-15","Upper Grand District School Board","461059","Aberfoyle Public School","Puslinch",1,0,0,1,1110
"2021-04-14","2021-04-15","Upper Grand District School Board","899283","Centennial Collegiate and Vocational Institute","Guelph",1,0,0,1,1111
"2021-04-14","2021-04-15","Upper Grand District School Board","090247","Centennial Hylands Elementary School","Shelburne",0,1,0,1,1112
"2021-04-14","2021-04-15","Upper Grand District School Board","506264","Ecole Harris Mill Public School","Guelph/Eramosa",1,0,0,1,1113
"2021-04-14","2021-04-15","Upper Grand District School Board","208620","Gateway Drive Public School","Guelph",1,0,0,1,1114
"2021-04-14","2021-04-15","Upper Grand District School Board","649293","Give Yourself Credit","Guelph",0,1,0,1,1115
"2021-04-14","2021-04-15","Upper Grand District School Board","914770","Guelph Collegiate and Vocational Institute","Guelph",1,0,0,1,1116
"2021-04-14","2021-04-15","Upper Grand District School Board","918679","John Ross Collegiate and Vocational Institute","Guelph",1,0,0,1,1117
"2021-04-14","2021-04-15","Upper Grand District School Board","431150","Paisley Road Public School","Guelph",1,0,0,1,1118
"2021-04-14","2021-04-15","Waterloo Catholic District School Board","693693","Canadian Martyrs Catholic Elementary School","Kitchener",1,0,0,1,1119
"2021-04-14","2021-04-15","Waterloo Catholic District School Board","718920","Holy Rosary Catholic Elementary School","Waterloo",1,0,0,1,1120
"2021-04-14","2021-04-15","Waterloo Catholic District School Board","720208","Holy Spirit Catholic Elementary School","Cambridge",1,0,0,1,1121
"2021-04-14","2021-04-15","Waterloo Catholic District School Board","744700","Our Lady of Grace Catholic Elementary School","Kitchener",1,0,0,1,1122
"2021-04-14","2021-04-15","Waterloo Catholic District School Board","746304","Our Lady of Lourdes Catholic Elementary School","Waterloo",0,1,0,1,1123
"2021-04-14","2021-04-15","Waterloo Catholic District School Board","753009","Resurrection Catholic Secondary School","Kitchener",1,0,0,1,1124
"2021-04-14","2021-04-15","Waterloo Catholic District School Board","765694","St Augustine Catholic Elementary School","Cambridge",1,0,0,1,1125
"2021-04-14","2021-04-15","Waterloo Catholic District School Board","776726","St. Benedict Catholic Secondary School","Cambridge",1,0,0,1,1126
"2021-04-14","2021-04-15","Waterloo Catholic District School Board","777501","St Bernadette Catholic Elementary School","Kitchener",0,1,0,1,1127
"2021-04-14","2021-04-15","Waterloo Catholic District School Board","786217","St. David's Catholic High School","Waterloo",2,0,0,2,1128
"2021-04-14","2021-04-15","Waterloo Catholic District School Board","786772","St. Dominic Savio Catholic Elementary School","Kitchener",1,1,0,2,1129
"2021-04-14","2021-04-15","Waterloo Catholic District School Board","801682","St John Catholic Elementary School","Kitchener",3,0,0,3,1130
"2021-04-14","2021-04-15","Waterloo Catholic District School Board","820512","St Luke Catholic Elementary School","Waterloo",1,1,0,2,1131
"2021-04-14","2021-04-15","Waterloo Catholic District School Board","832103","St. Mary’s Catholic Secondary School","Kitchener",0,1,0,1,1132
"2021-04-14","2021-04-15","Waterloo Catholic District School Board","841331","St Paul Catholic Elementary School","Kitchener",0,1,0,1,1133
"2021-04-14","2021-04-15","Waterloo Catholic District School Board","845108","St Peter Catholic Elementary School","Cambridge",1,0,0,1,1134
"2021-04-14","2021-04-15","Waterloo Region District School Board","029459","Ayr Public School","North Dumfries",1,0,0,1,1135
"2021-04-14","2021-04-15","Waterloo Region District School Board","050512","Blair Road Public School","Cambridge",2,0,0,2,1136
"2021-04-14","2021-04-15","Waterloo Region District School Board","898090","Cameron Heights Collegiate Institute-Secondary School","Kitchener",1,0,0,1,1137
"2021-04-14","2021-04-15","Waterloo Region District School Board","907499","Eastwood Collegiate Institute","Kitchener",1,0,0,1,1138
"2021-04-14","2021-04-15","Waterloo Region District School Board","201421","Forest Glen Public School","Wilmot",1,0,0,1,1139
"2021-04-14","2021-04-15","Waterloo Region District School Board","913340","Glenview Park Secondary School","Cambridge",1,0,0,1,1140
"2021-04-14","2021-04-15","Waterloo Region District School Board","255653","Highland Public School","Cambridge",1,0,0,1,1141
"2021-04-14","2021-04-15","Waterloo Region District School Board","257605","Hillcrest Public School","Cambridge",0,1,0,1,1142
"2021-04-14","2021-04-15","Waterloo Region District School Board","917931","Huron Heights Secondary School","Kitchener",0,1,0,1,1143
"2021-04-14","2021-04-15","Waterloo Region District School Board","471541","Jean Steckle Public School","Kitchener",1,0,0,1,1144
"2021-04-14","2021-04-15","Waterloo Region District School Board","486336","J W Gerth Public School","Kitchener",1,0,0,1,1145
"2021-04-14","2021-04-15","Waterloo Region District School Board","313246","Lincoln Heights Public School","Waterloo",0,1,0,1,1146
"2021-04-14","2021-04-15","Waterloo Region District School Board","589101","Mackenzie King Public School","Kitchener",1,0,0,1,1147
"2021-04-14","2021-04-15","Waterloo Region District School Board","331708","Manchester Public School","Cambridge",1,0,0,1,1148
"2021-04-14","2021-04-15","Waterloo Region District School Board","338079","Margaret Avenue Public School","Kitchener",0,1,0,1,1149
"2021-04-14","2021-04-15","Waterloo Region District School Board","109487","Moffat Creek Public School","Cambridge",0,2,0,2,1150
"2021-04-14","2021-04-15","Waterloo Region District School Board","936480","Preston High School","Cambridge",1,0,0,1,1151
"2021-04-14","2021-04-15","Waterloo Region District School Board","461962","Queen Elizabeth Public School","Kitchener",2,0,0,2,1152
"2021-04-14","2021-04-15","Waterloo Region District School Board","466646","Queensmount Public School","Kitchener",3,0,0,3,1153
"2021-04-14","2021-04-15","Waterloo Region District School Board","488747","Rockway Public School","Kitchener",1,0,0,1,1154
"2021-04-14","2021-04-15","Waterloo Region District School Board","495891","Ryerson Public School","Cambridge",1,0,0,1,1155
"2021-04-14","2021-04-15","Waterloo Region District School Board","497738","Sandhills Public School","Kitchener",1,0,0,1,1156
"2021-04-14","2021-04-15","Waterloo Region District School Board","509159","Sheppard Public School","Kitchener",1,0,0,1,1157
"2021-04-14","2021-04-15","Waterloo Region District School Board","524751","Southridge Public School","Kitchener",1,0,0,1,1158
"2021-04-14","2021-04-15","Waterloo Region District School Board","528781","St Andrew's Public School","Cambridge",1,0,0,1,1159
"2021-04-14","2021-04-15","Waterloo Region District School Board","561070","Trillium Public School","Kitchener",1,0,0,1,1160
"2021-04-14","2021-04-15","Waterloo Region District School Board","118524","Vista Hills Public School","Waterloo",1,0,0,1,1161
"2021-04-14","2021-04-15","Waterloo Region District School Board","950912","Waterloo Collegiate Institute","Waterloo",1,0,0,1,1162
"2021-04-14","2021-04-15","Waterloo Region District School Board","951048","Waterloo-Oxford District Secondary School","Wilmot",1,1,0,2,1163
"2021-04-14","2021-04-15","Wellington Catholic District School Board","745529","Our Lady of Lourdes Catholic High School","Guelph",6,0,0,6,1164
"2021-04-14","2021-04-15","Wellington Catholic District School Board","808830","St. Joseph Catholic Elementary School","Guelph",1,0,0,1,1165
"2021-04-14","2021-04-15","Windsor-Essex Catholic District School Board","689622","Corpus Christi Catholic Middle School","Windsor",1,0,0,1,1166
"2021-04-14","2021-04-15","Windsor-Essex Catholic District School Board","706523","F J Brennan Catholic High School","Windsor",1,0,0,1,1167
"2021-04-14","2021-04-15","Windsor-Essex Catholic District School Board","771520","St Anne Secondary School","Lakeshore",1,0,0,1,1168
"2021-04-14","2021-04-15","Windsor-Essex Catholic District School Board","783692","St Christopher Catholic School","Windsor",0,1,0,1,1169
"2021-04-14","2021-04-15","Windsor-Essex Catholic District School Board","793361","St Gabriel Catholic School","Windsor",2,0,0,2,1170
"2021-04-14","2021-04-15","Windsor-Essex Catholic District School Board","802859","St John the Baptist Catholic School","Lakeshore",1,0,0,1,1171
"2021-04-14","2021-04-15","Windsor-Essex Catholic District School Board","781533","St John Vianney Catholic School","Windsor",2,0,0,2,1172
"2021-04-14","2021-04-15","Windsor-Essex Catholic District School Board","736163","St. Joseph Catholic High School","Windsor",2,0,0,2,1173
"2021-04-14","2021-04-15","Windsor-Essex Catholic District School Board","825964","St Mary Catholic School","Tecumseh",2,0,0,2,1174
"2021-04-14","2021-04-15","Windsor-Essex Catholic District School Board","844160","St. Peter Catholic Elementary School","Tecumseh",5,0,0,5,1175
"2021-04-14","2021-04-15","Windsor-Essex Catholic District School Board","847704","St Pius X Catholic School","Tecumseh",1,1,0,2,1176
"2021-04-14","2021-04-15","Windsor-Essex Catholic District School Board","849910","St Rose Catholic School","Windsor",1,0,0,1,1177
"2021-04-14","2021-04-15","Windsor-Essex Catholic District School Board","778931","St Teresa of CalcuttaCatholic School","Windsor",1,0,0,1,1178
"2021-04-14","2021-04-15","Windsor-Essex Catholic District School Board","859095","St William Catholic School","Lakeshore",0,1,0,1,1179
"2021-04-14","2021-04-15","York Catholic District School Board","705470","Corpus Christi Catholic Elementary School","Richmond Hill",4,0,0,4,1180
"2021-04-14","2021-04-15","York Catholic District School Board","703672","Divine Mercy Catholic Elementary School","Vaughan",2,1,0,3,1181
"2021-04-14","2021-04-15","York Catholic District School Board","856052","Father Frederick McGinn Catholic Elementary School","Richmond Hill",4,0,0,4,1182
"2021-04-14","2021-04-15","York Catholic District School Board","706540","Father Henri Nouwen Catholic Elementary School","Richmond Hill",0,1,0,1,1183
"2021-04-14","2021-04-15","York Catholic District School Board","688745","Guardian Angels Catholic Elementary School","Vaughan",1,0,0,1,1184
"2021-04-14","2021-04-15","York Catholic District School Board","720488","Holy Cross Catholic Academy High School","Vaughan",3,1,0,4,1185
"2021-04-14","2021-04-15","York Catholic District School Board","716995","Holy Jubilee Catholic Elementary School","Vaughan",1,0,0,1,1186
"2021-04-14","2021-04-15","York Catholic District School Board","718432","Holy Spirit Catholic Elementary School","Aurora",0,2,0,2,1187
"2021-04-14","2021-04-15","York Catholic District School Board","721530","Immaculate Conception Catholic Elementary School","Vaughan",4,1,0,5,1188
"2021-04-14","2021-04-15","York Catholic District School Board","726206","Light of Christ Catholic Elementary School","Aurora",1,0,0,1,1189
"2021-04-14","2021-04-15","York Catholic District School Board","741744","Our Lady of Good Counsel Catholic Elementary School","East Gwillimbury",0,1,0,1,1190
"2021-04-14","2021-04-15","York Catholic District School Board","744484","Our Lady of Grace Catholic Elementary School","Aurora",0,1,0,1,1191
"2021-04-14","2021-04-15","York Catholic District School Board","748536","Our Lady of the Lake Catholic Elementary School","Georgina",1,0,0,1,1192
"2021-04-14","2021-04-15","York Catholic District School Board","766636","Pope Francis Catholic Elementary School","Vaughan",1,0,0,1,1193
"2021-04-14","2021-04-15","York Catholic District School Board","765201","St. Agnes of Assisi Catholic Elementary School","Vaughan",3,0,0,3,1194
"2021-04-14","2021-04-15","York Catholic District School Board","773832","St Bernadette's Catholic Elementary School","Georgina",3,0,0,3,1195
"2021-04-14","2021-04-15","York Catholic District School Board","703966","St. Brigid Catholic Elementary School","Whitchurch-Stouffville",1,0,0,1,1196
"2021-04-14","2021-04-15","York Catholic District School Board","691356","St Brother André Catholic High School","Markham",2,0,0,2,1197
"2021-04-14","2021-04-15","York Catholic District School Board","783927","St Clement Catholic Elementary School","Vaughan",1,0,0,1,1198
"2021-04-14","2021-04-15","York Catholic District School Board","786020","St David Catholic Elementary School","Vaughan",5,0,0,5,1199
"2021-04-14","2021-04-15","York Catholic District School Board","788082","St Edward Catholic Elementary School","Markham",1,0,0,1,1200
"2021-04-14","2021-04-15","York Catholic District School Board","788112","St. Elizabeth Catholic High School","Vaughan",1,1,0,2,1201
"2021-04-14","2021-04-15","York Catholic District School Board","789003","St Elizabeth Seton Catholic Elementary School","Newmarket",0,2,0,2,1202
"2021-04-14","2021-04-15","York Catholic District School Board","799912","St. Jean de Brebeuf Catholic High School","Vaughan",1,0,0,1,1203
"2021-04-14","2021-04-15","York Catholic District School Board","801259","St. Joan of Arc Catholic High School","Vaughan",1,2,0,3,1204
"2021-04-14","2021-04-15","York Catholic District School Board","750581","St. John Paul II Catholic Elementary School","Richmond Hill",0,1,0,1,1205
"2021-04-14","2021-04-15","York Catholic District School Board","724220","St John XXIII Catholic Elementary School","Markham",4,0,0,4,1206
"2021-04-14","2021-04-15","York Catholic District School Board","821969","St Margaret Mary Catholic Elementary School","Vaughan",2,0,0,2,1207
"2021-04-14","2021-04-15","York Catholic District School Board","728752","St. Mary of the Angels Catholic Elementary School","Vaughan",3,1,0,4,1208
"2021-04-14","2021-04-15","York Catholic District School Board","736888","St. Michael the Archangel Catholic Elementary School","Vaughan",5,0,0,5,1209
"2021-04-14","2021-04-15","York Catholic District School Board","795471","St Padre Pio Catholic Elementary School","Vaughan",3,0,0,3,1210
"2021-04-14","2021-04-15","York Catholic District School Board","845531","St Peter Catholic Elementary School","Vaughan",2,0,0,2,1211
"2021-04-14","2021-04-15","York Catholic District School Board","852546","St Theresa of Lisieux Catholic High School","Richmond Hill",1,0,0,1,1212
"2021-04-14","2021-04-15","York Catholic District School Board","737242","St. Veronica Catholic Elementary School","Vaughan",1,0,0,1,1213
"2021-04-14","2021-04-15","York Region District School Board","003913","Adrienne Clarkson Public School","Richmond Hill",1,0,0,1,1214
"2021-04-14","2021-04-15","York Region District School Board","014176","Aldergrove Public School","Markham",1,0,0,1,1215
"2021-04-14","2021-04-15","York Region District School Board","904040","Alexander MacKenzie High School","Richmond Hill",1,0,0,1,1216
"2021-04-14","2021-04-15","York Region District School Board","112387","Anne Frank Public School","Vaughan",2,2,0,4,1217
"2021-04-14","2021-04-15","York Region District School Board","054623","Bakersfield Public School","Vaughan",2,0,0,2,1218
"2021-04-14","2021-04-15","York Region District School Board","570115","Barbara Reid Elementary Public School","Whitchurch-Stouffville",4,2,0,6,1219
"2021-04-14","2021-04-15","York Region District School Board","036447","Baythorn Public School","Markham",7,0,0,7,1220
"2021-04-14","2021-04-15","York Region District School Board","893978","Bayview Secondary School","Richmond Hill",1,1,0,2,1221
"2021-04-14","2021-04-15","York Region District School Board","047910","Beverley Acres Public School","Richmond Hill",1,0,0,1,1222
"2021-04-14","2021-04-15","York Region District School Board","557674","Beynon Fields Public School","Richmond Hill",1,0,0,1,1223
"2021-04-14","2021-04-15","York Region District School Board","939585","Bill Crothers Secondary School","Markham",10,0,0,10,1224
"2021-04-14","2021-04-15","York Region District School Board","890202","Bill Hogarth Secondary School","Markham",2,0,0,2,1225
"2021-04-14","2021-04-15","York Region District School Board","050199","Black River Public School","Georgina",2,0,0,2,1226
"2021-04-14","2021-04-15","York Region District School Board","055395","Bogart Public School","Newmarket",2,0,0,2,1227
"2021-04-14","2021-04-15","York Region District School Board","418445","Bond Lake Public School","Richmond Hill",1,0,0,1,1228
"2021-04-14","2021-04-15","York Region District School Board","933346","Bur Oak Secondary School","Markham",1,0,0,1,1229
"2021-04-14","2021-04-15","York Region District School Board","071870","Buttonville Public School","Markham",1,0,0,1,1230
"2021-04-14","2021-04-15","York Region District School Board","211434","Carrville Mills Public School","Vaughan",2,0,0,2,1231
"2021-04-14","2021-04-15","York Region District School Board","101990","Charles Howitt Public School","Richmond Hill",1,0,0,1,1232
"2021-04-14","2021-04-15","York Region District School Board","111430","Clearmeadow Public School","Newmarket",1,0,0,1,1233
"2021-04-14","2021-04-15","York Region District School Board","128511","Crosby Heights Public School","Richmond Hill",2,1,0,3,1234
"2021-04-14","2021-04-15","York Region District School Board","136883","Doncrest Public School","Richmond Hill",5,0,0,5,1235
"2021-04-14","2021-04-15","York Region District School Board","905020","Dr G W Williams Secondary School","Aurora",0,1,0,1,1236
"2021-04-14","2021-04-15","York Region District School Board","563982","Dr. Roberta Bondar Public School","Vaughan",2,0,0,2,1237
"2021-04-14","2021-04-15","York Region District School Board","201545","Forest Run Public School","Vaughan",0,1,0,1,1238
"2021-04-14","2021-04-15","York Region District School Board","204170","Franklin Street Public School","Markham",6,1,0,7,1239
"2021-04-14","2021-04-15","York Region District School Board","213772","Glad Park Public School","Whitchurch-Stouffville",3,0,0,3,1240
"2021-04-14","2021-04-15","York Region District School Board","217220","Glen Cedar Public School","Newmarket",1,0,0,1,1241
"2021-04-14","2021-04-15","York Region District School Board","442954","Glenn Gould Public School","Vaughan",1,0,0,1,1242
"2021-04-14","2021-04-15","York Region District School Board","213861","Glen Shields Public School","Vaughan",0,3,0,3,1243
"2021-04-14","2021-04-15","York Region District School Board","184305","Harry Bowes Public School","Whitchurch-Stouffville",1,0,0,1,1244
"2021-04-14","2021-04-15","York Region District School Board","256005","Highview Public School","Aurora",0,1,0,1,1245
"2021-04-14","2021-04-15","York Region District School Board","917893","Huron Heights Secondary School","Newmarket",1,1,0,2,1246
"2021-04-14","2021-04-15","York Region District School Board","013719","John McCrae Public School","Markham",2,0,0,2,1247
"2021-04-14","2021-04-15","York Region District School Board","364741","Johnny Lombardi Public School","Vaughan",6,0,0,6,1248
"2021-04-14","2021-04-15","York Region District School Board","286079","Joseph A Gibson Public School","Vaughan",2,0,0,2,1249
"2021-04-14","2021-04-15","York Region District School Board","281581","Julliard Public School","Vaughan",2,0,0,2,1250
"2021-04-14","2021-04-15","York Region District School Board","089442","Kettle Lakes Public School","Richmond Hill",3,0,0,3,1251
"2021-04-14","2021-04-15","York Region District School Board","297615","King City Public School","King",1,0,0,1,1252
"2021-04-14","2021-04-15","York Region District School Board","919586","King City Secondary School","King",1,0,0,1,1253
"2021-04-14","2021-04-15","York Region District School Board","302457","Kleinburg Public School","Vaughan",5,0,0,5,1254
"2021-04-14","2021-04-15","York Region District School Board","290254","Lake Simcoe Public School","Georgina",2,0,0,2,1255
"2021-04-14","2021-04-15","York Region District School Board","303860","Lake Wilcox Public School","Richmond Hill",1,0,0,1,1256
"2021-04-14","2021-04-15","York Region District School Board","921661","Langstaff Secondary School","Richmond Hill",2,0,0,2,1257
"2021-04-14","2021-04-15","York Region District School Board","400308","Legacy Public School","Markham",0,1,0,1,1258
"2021-04-14","2021-04-15","York Region District School Board","016874","Little Rouge Public School","Markham",1,1,0,2,1259
"2021-04-14","2021-04-15","York Region District School Board","491629","MacLeod's Landing Public School","Richmond Hill",1,0,0,1,1260
"2021-04-14","2021-04-15","York Region District School Board","597201","Maple Creek Public School","Vaughan",3,1,0,4,1261
"2021-04-14","2021-04-15","York Region District School Board","951714","Maple High School","Vaughan",2,0,0,2,1262
"2021-04-14","2021-04-15","York Region District School Board","924911","Markham District High School","Markham",1,0,0,1,1263
"2021-04-14","2021-04-15","York Region District School Board","240701","Michaelle Jean Public School","Richmond Hill",1,0,0,1,1264
"2021-04-14","2021-04-15","York Region District School Board","926817","Milliken Mills High School","Markham",2,0,0,2,1265
"2021-04-14","2021-04-15","York Region District School Board","372463","Morning Glory Public School","Georgina",1,0,0,1,1266
"2021-04-14","2021-04-15","York Region District School Board","375896","Mount Albert Public School","East Gwillimbury",1,1,0,2,1267
"2021-04-14","2021-04-15","York Region District School Board","928682","Newmarket High School","Newmarket",1,0,0,1,1268
"2021-04-14","2021-04-15","York Region District School Board","406139","Northern Lights Public School","Aurora",1,0,0,1,1269
"2021-04-14","2021-04-15","York Region District School Board","413348","O M MacKillop Public School","Richmond Hill",0,1,0,1,1270
"2021-04-14","2021-04-15","York Region District School Board","431354","Parkland Public School","Markham",1,0,0,1,1271
"2021-04-14","2021-04-15","York Region District School Board","205611","Pierre Berton Public School","Vaughan",8,0,0,8,1272
"2021-04-14","2021-04-15","York Region District School Board","444286","Pine Grove Public School","Vaughan",3,2,0,5,1273
"2021-04-14","2021-04-15","York Region District School Board","450073","Poplar Bank Public School","Newmarket",1,0,0,1,1274
"2021-04-14","2021-04-15","York Region District School Board","494607","Randall Public School","Markham",2,0,0,2,1275
"2021-04-14","2021-04-15","York Region District School Board","479063","Red Maple Public School","Richmond Hill",1,0,0,1,1276
"2021-04-14","2021-04-15","York Region District School Board","489310","Rogers Public School","Newmarket",2,0,0,2,1277
"2021-04-14","2021-04-15","York Region District School Board","491470","Roselawn Public School","Richmond Hill",1,0,0,1,1278
"2021-04-14","2021-04-15","York Region District School Board","491993","Ross Doan Public School","Richmond Hill",1,0,0,1,1279
"2021-04-14","2021-04-15","York Region District School Board","356727","Rouge Park Public School","Markham",0,1,0,1,1280
"2021-04-14","2021-04-15","York Region District School Board","514292","Silver Pines Public School","Richmond Hill",1,1,0,2,1281
"2021-04-14","2021-04-15","York Region District School Board","516821","Sixteenth Avenue Public School","Richmond Hill",1,0,0,1,1282
"2021-04-14","2021-04-15","York Region District School Board","945508","Stephen Lewis Secondary School","Vaughan",2,0,0,2,1283
"2021-04-14","2021-04-15","York Region District School Board","538736","Stonehaven Elementary School","Newmarket",1,0,0,1,1284
"2021-04-14","2021-04-15","York Region District School Board","945455","Stouffville District Secondary School","Whitchurch-Stouffville",1,0,0,1,1285
"2021-04-14","2021-04-15","York Region District School Board","519030","Summitview Public School","Whitchurch-Stouffville",4,0,0,4,1286
"2021-04-14","2021-04-15","York Region District School Board","298904","Terry Fox Public School","Newmarket",2,1,0,3,1287
"2021-04-14","2021-04-15","York Region District School Board","318387","Teston Village Public School","Vaughan",1,0,0,1,1288
"2021-04-14","2021-04-15","York Region District School Board","552836","Thornhill Public School","Vaughan",0,2,0,2,1289
"2021-04-14","2021-04-15","York Region District School Board","947792","Thornhill Secondary School","Markham",1,0,0,1,1290
"2021-04-14","2021-04-15","York Region District School Board","947814","Thornlea Secondary School","Markham",0,1,0,1,1291
"2021-04-14","2021-04-15","York Region District School Board","898285","Tommy Douglas Secondary School","Vaughan",5,1,0,6,1292
"2021-04-14","2021-04-15","York Region District School Board","566500","Unionville Meadows Pubic School","Markham",0,2,0,2,1293
"2021-04-14","2021-04-15","York Region District School Board","462820","Victoria Square Public School","Markham",2,0,0,2,1294
"2021-04-14","2021-04-15","York Region District School Board","065047","Viola Desmond Public School","Vaughan",4,0,0,4,1295
"2021-04-14","2021-04-15","York Region District School Board","308026","Wendat Village Public School","Whitchurch-Stouffville",1,0,0,1,1296
"2021-04-14","2021-04-15","York Region District School Board","595500","Westminster Public School","Vaughan",0,1,0,1,1297
"2021-04-14","2021-04-15","York Region District School Board","340898","William Berczy Public School","Markham",0,1,0,1,1298
"2021-04-14","2021-04-15","York Region District School Board","614700","Wilshire Elementary School","Vaughan",5,0,0,5,1299
"2021-04-14","2021-04-15","York Region District School Board","549380","Wismer Public School","Markham",0,1,0,1,1300
"2021-04-14","2021-04-15","York Region District School Board","618896","Woodland Public School","Markham",1,0,0,1,1301
