"collected_date","reported_date","school_board","school_id","school","municipality","confirmed_student_cases","confirmed_staff_cases","confirmed_unspecified_cases","total_confirmed_cases","id"
"2021-04-14","2021-04-15","Algoma District School Board","920533","Korah Collegiate and Vocational School","Sault Ste. Marie",1,0,0,1,0
"2021-04-14","2021-04-15","Algonquin and Lakeshore Catholic District School Board","715298","Holy Cross Catholic Secondary School","Kingston",1,1,0,2,1
"2021-04-14","2021-04-15","Algonquin and Lakeshore Catholic District School Board","724068","John XXIII Catholic School","Kingston",1,0,0,1,2
"2021-04-14","2021-04-15","Algonquin and Lakeshore Catholic District School Board","835099","Nicholson Catholic College","Belleville",3,0,0,3,3
"2021-04-14","2021-04-15","Algonquin and Lakeshore Catholic District School Board","742279","Our Lady of Fatima Catholic School","Belleville",1,0,0,1,4
"2021-04-14","2021-04-15","Algonquin and Lakeshore Catholic District School Board","756830","Sacred Heart Catholic School","Marmora and Lake",1,0,0,1,5
"2021-04-14","2021-04-15","Algonquin and Lakeshore Catholic District School Board","764370","Sacred Heart Catholic School","Quinte West",2,0,0,2,6
"2021-04-14","2021-04-15","Algonquin and Lakeshore Catholic District School Board","706744","St Paul Catholic Elementary School","Quinte West",0,1,0,1,7
"2021-04-14","2021-04-15","Bluewater District School Board","552585","Beaver Valley Community School","The Blue Mountains",1,1,0,2,8
"2021-04-14","2021-04-15","Bluewater District School Board","293776","Elgin Market Public School","Kincardine",1,0,0,1,9
"2021-04-14","2021-04-15","Bluewater District School Board","484970","Ripley-Huron Community - Junior Campus School","Huron-Kinloss",1,0,0,1,10
"2021-04-14","2021-04-15","Bluewater District School Board","569565","Walkerton District Community School","Brockton",0,1,0,1,11
"2021-04-14","2021-04-15","Brant Haldimand Norfolk Catholic District School Board","688088","Assumption College","Brantford",3,1,0,4,12
"2021-04-14","2021-04-15","Brant Haldimand Norfolk Catholic District School Board","750259","Jean Vanier Catholic Elementary School","Brantford",0,1,0,1,13
"2021-04-14","2021-04-15","Brant Haldimand Norfolk Catholic District School Board","751898","St. John's College","Brantford",2,0,0,2,14
"2021-04-14","2021-04-15","Brant Haldimand Norfolk Catholic District School Board","810827","St. Joseph's School","Norfolk County",3,0,0,3,15
"2021-04-14","2021-04-15","Brant Haldimand Norfolk Catholic District School Board","818453","St. Leo School","Brantford",1,0,0,1,16
"2021-04-14","2021-04-15","Brant Haldimand Norfolk Catholic District School Board","840530","St. Patrick School","Brantford",1,0,0,1,17
"2021-04-14","2021-04-15","Bruce-Grey Catholic District School Board","721255","Ecole Immaculee-Conception Separate School","South Bruce",1,0,0,1,18
"2021-04-14","2021-04-15","Bruce-Grey Catholic District School Board","737399","Notre Dame Catholic School","Owen Sound",1,0,0,1,19
"2021-04-14","2021-04-15","Catholic District School Board of Eastern Ontario","715131","Holy Cross Elementary School","North Grenville",2,0,0,2,20
"2021-04-14","2021-04-15","Catholic District School Board of Eastern Ontario","715190","Holy Trinity Catholic Secondary School","South Glengarry",2,0,0,2,21
"2021-04-14","2021-04-15","Catholic District School Board of Eastern Ontario","753670","Mother Teresa Elementary school","Russell",1,0,0,1,22
"2021-04-14","2021-04-15","Catholic District School Board of Eastern Ontario","759040","Sacred Heart School","Cornwall",1,0,0,1,23
"2021-04-14","2021-04-15","Catholic District School Board of Eastern Ontario","751502","St Francis Xavier Catholic High School","Clarence-Rockland",0,1,0,1,24
"2021-04-14","2021-04-15","Catholic District School Board of Eastern Ontario","792322","St Francis Xavier Separate School","Brockville",1,0,0,1,25
"2021-04-14","2021-04-15","Catholic District School Board of Eastern Ontario","804800","St John Catholic High School","Perth",1,0,0,1,26
"2021-04-14","2021-04-15","Catholic District School Board of Eastern Ontario","767431","St. Joseph Intermediate Catholic School","Cornwall",1,0,0,1,27
"2021-04-14","2021-04-15","Catholic District School Board of Eastern Ontario","806277","St Joseph's Secondary School","Cornwall",1,0,0,1,28
"2021-04-14","2021-04-15","Catholic District School Board of Eastern Ontario","753602","St Patrick Catholic Elementary School","Clarence-Rockland",0,1,0,1,29
"2021-04-14","2021-04-15","Conseil des écoles publiques de l'Est de l'Ontario","645311","Centre de traitement le jour - Le Transit","Ottawa",0,1,0,1,30
"2021-04-14","2021-04-15","Conseil des écoles publiques de l'Est de l'Ontario","194239","École élémentaire publique Jeanne-Sauvé","Ottawa",2,1,0,3,31
"2021-04-14","2021-04-15","Conseil des écoles publiques de l'Est de l'Ontario","196502","École élémentaire publique L'Académie de la Seigneurie","Casselman",4,0,0,4,32
"2021-04-14","2021-04-15","Conseil des écoles publiques de l'Est de l'Ontario","313190","École élémentaire publique Le Sommet","Hawkesbury",1,0,0,1,33
"2021-04-14","2021-04-15","Conseil des écoles publiques de l'Est de l'Ontario","156108","École élémentaire publique L'Odyssée","Ottawa",2,0,0,2,34
"2021-04-14","2021-04-15","Conseil des écoles publiques de l'Est de l'Ontario","323187","École élémentaire publique Louis-Riel","Ottawa",3,0,0,3,35
"2021-04-14","2021-04-15","Conseil des écoles publiques de l'Est de l'Ontario","164852","École élémentaire publique Marie-Curie","Ottawa",0,1,0,1,36
"2021-04-14","2021-04-15","Conseil des écoles publiques de l'Est de l'Ontario","247352","École élémentaire publique Maurice-Lapointe","Ottawa",1,0,0,1,37
"2021-04-14","2021-04-15","Conseil des écoles publiques de l'Est de l'Ontario","327445","École élémentaire publique Michaëlle-Jean","Ottawa",1,2,0,3,38
"2021-04-14","2021-04-15","Conseil des écoles publiques de l'Est de l'Ontario","530457","École élémentaire publique Michel-Dupuis","Ottawa",3,0,0,3,39
"2021-04-14","2021-04-15","Conseil des écoles publiques de l'Est de l'Ontario","250627","École élémentaire publique Nouvel Horizon","Hawkesbury",0,1,0,1,40
"2021-04-14","2021-04-15","Conseil des écoles publiques de l'Est de l'Ontario","383392","École élémentaire publique Rose des Vents","Cornwall",1,0,0,1,41
"2021-04-14","2021-04-15","Conseil des écoles publiques de l'Est de l'Ontario","907430","École secondaire publique De La Salle","Ottawa",1,0,0,1,42
"2021-04-14","2021-04-15","Conseil des écoles publiques de l'Est de l'Ontario","912662","École secondaire publique Gisèle-Lalonde","Ottawa",2,0,0,2,43
"2021-04-14","2021-04-15","Conseil des écoles publiques de l'Est de l'Ontario","920550","École secondaire publique L’Alternative","Ottawa",4,0,0,4,44
"2021-04-14","2021-04-15","Conseil des écoles publiques de l'Est de l'Ontario","904945","École secondaire publique Louis-Riel","Ottawa",1,0,0,1,45
"2021-04-14","2021-04-15","Conseil des écoles publiques de l'Est de l'Ontario","930144","École secondaire publique Maurice-Lapointe","Ottawa",2,0,0,2,46
"2021-04-14","2021-04-15","Conseil scolaire catholique MonAvenir","B67318","Board Site","Toronto",0,2,0,2,47
"2021-04-14","2021-04-15","Conseil scolaire catholique MonAvenir","694100","École Élementaire Catholique Cardinal-Léger","Kitchener",1,0,0,1,48
"2021-04-14","2021-04-15","Conseil scolaire catholique MonAvenir","738190","École Élémentaire catholique Notre-Dame-de-la-Jeunesse","Niagara Falls",1,1,0,2,49
"2021-04-14","2021-04-15","Conseil scolaire catholique MonAvenir","735092","École élémentaire/intermédiaire/ secondaire Saint-Frère-André","Toronto",1,0,0,1,50
"2021-04-14","2021-04-15","Conseil scolaire catholique MonAvenir","683922","École Secondaire Académie Catholique Mère-Teresa","Hamilton",1,0,0,1,51
"2021-04-14","2021-04-15","Conseil scolaire catholique MonAvenir","705357","École secondaire catholique Renaissance","Aurora",1,0,0,1,52
"2021-04-14","2021-04-15","Conseil scolaire catholique MonAvenir","789369","ÉÉC Ange-Gabriel","Mississauga",1,0,0,1,53
"2021-04-14","2021-04-15","Conseil scolaire catholique MonAvenir","760021","ÉÉC du Bon-Berger","Toronto",1,0,0,1,54
"2021-04-14","2021-04-15","Conseil scolaire catholique MonAvenir","707970","ÉÉC Georges-Étienne-Cartier","Toronto",5,1,0,6,55
"2021-04-14","2021-04-15","Conseil scolaire catholique MonAvenir","689705","ÉÉC Jean-Paul II","Whitby",7,0,0,7,56
"2021-04-14","2021-04-15","Conseil scolaire catholique MonAvenir","690007","ÉÉC Monseigneur-de-Laval","Hamilton",5,0,0,5,57
"2021-04-14","2021-04-15","Conseil scolaire catholique MonAvenir","737330","ÉÉC Notre-Dame","Hamilton",1,0,0,1,58
"2021-04-14","2021-04-15","Conseil scolaire catholique MonAvenir","828752","ÉÉC Notre-Dame-de-la-Huronie","Collingwood",0,1,0,1,59
"2021-04-14","2021-04-15","Conseil scolaire catholique MonAvenir","773557","ÉÉC Sainte-Marguerite-d'Youville","Toronto",2,0,0,2,60
"2021-04-14","2021-04-15","Conseil scolaire catholique MonAvenir","788438","ÉÉC Saint-Jean-Bosco","Caledon",3,0,0,3,61
"2021-04-14","2021-04-15","Conseil scolaire catholique MonAvenir","750468","ÉIC Père-René-de-Galinée","Cambridge",1,0,0,1,62
"2021-04-14","2021-04-15","Conseil scolaire catholique MonAvenir","781231","ÉIC Saint-Jean-de-Brébeuf","Welland",2,0,0,2,63
"2021-04-14","2021-04-15","Conseil scolaire catholique MonAvenir","854087","ÉSC Pape-François","Whitchurch-Stouffville",0,1,0,1,64
"2021-04-14","2021-04-15","Conseil scolaire catholique MonAvenir","782017","ÉSC Saint-Jean-de-Brébeuf","Welland",2,0,0,2,65
"2021-04-14","2021-04-15","Conseil scolaire catholique MonAvenir","704997","l’École secondaire catholique Saint-Charles-Garnier","Whitby",1,0,0,1,66
"2021-04-14","2021-04-15","Conseil scolaire catholique Providence","728772","École catholique secondaire l'Essor","Tecumseh",1,1,0,2,67
"2021-04-14","2021-04-15","Conseil scolaire catholique Providence","866569","École élémentaire catholique E.J. Lajeunesse","Windsor",1,0,0,1,68
"2021-04-14","2021-04-15","Conseil scolaire catholique Providence","732400","École élémentaire catholique Monseigneur Augustin Caron","Lasalle",2,0,0,2,69
"2021-04-14","2021-04-15","Conseil scolaire catholique Providence","705349","École élémentaire catholique Pavillon des Jeunes","Lakeshore",1,0,0,1,70
"2021-04-14","2021-04-15","Conseil scolaire catholique Providence","822540","École élémentaire catholique Sainte-Marie","Chatham-Kent",1,0,0,1,71
"2021-04-14","2021-04-15","Conseil scolaire catholique Providence","704717","École secondaire catholique E.J.Lajeunesse","Windsor",1,0,0,1,72
"2021-04-14","2021-04-15","Conseil scolaire de district catholique de l'Est ontarien","705225","École élémentaire catholique Curé-Labrosse","East Hawkesbury",3,0,0,3,73
"2021-04-14","2021-04-15","Conseil scolaire de district catholique de l'Est ontarien","840947","École élémentaire catholique de Casselman - Pav. St-Paul/Ste-Euphémie","Casselman",1,0,0,1,74
"2021-04-14","2021-04-15","Conseil scolaire de district catholique de l'Est ontarien","860443","École élémentaire catholique de l'Ange-Gardien","South Glengarry",1,0,0,1,75
"2021-04-14","2021-04-15","Conseil scolaire de district catholique de l'Est ontarien","753297","École élémentaire catholique Elda-Rouleau","North Glengarry",1,0,0,1,76
"2021-04-14","2021-04-15","Conseil scolaire de district catholique de l'Est ontarien","754102","École élémentaire catholique Embrun - Pav. Saint-Jean/Pav. La Croisée","Russell",2,0,0,2,77
"2021-04-14","2021-04-15","Conseil scolaire de district catholique de l'Est ontarien","737208","École élémentaire catholique Notre-Dame","Cornwall",1,0,0,1,78
"2021-04-14","2021-04-15","Conseil scolaire de district catholique de l'Est ontarien","750034","École élémentaire catholique Paul VI","Hawkesbury",2,0,0,2,79
"2021-04-14","2021-04-15","Conseil scolaire de district catholique de l'Est ontarien","698075","École élémentaire catholique Sacré-Coeur","Clarence-Rockland",3,0,0,3,80
"2021-04-14","2021-04-15","Conseil scolaire de district catholique de l'Est ontarien","699373","École élémentaire catholique Sainte-Lucie","South Stormont",1,0,0,1,81
"2021-04-14","2021-04-15","Conseil scolaire de district catholique de l'Est ontarien","857327","École élémentaire catholique Saint-Viateur","The Nation",0,1,0,1,82
"2021-04-14","2021-04-15","Conseil scolaire de district catholique de l'Est ontarien","723592","École intermédiaire catholique La Citadelle","Cornwall",1,1,0,2,83
"2021-04-14","2021-04-15","Conseil scolaire de district catholique de l'Est ontarien","718815","École intermédiaire catholique - Pavillon Alexandria","North Glengarry",5,0,0,5,84
"2021-04-14","2021-04-15","Conseil scolaire de district catholique de l'Est ontarien","804392","École intermédiaire catholique - Pavillon Casselman","Casselman",0,1,0,1,85
"2021-04-14","2021-04-15","Conseil scolaire de district catholique de l'Est ontarien","695050","École secondaire catholique de Casselman","Casselman",10,2,0,12,86
"2021-04-14","2021-04-15","Conseil scolaire de district catholique de l'Est ontarien","752720","École secondaire catholique de Plantagenet","Alfred and Plantagenet",0,1,0,1,87
"2021-04-14","2021-04-15","Conseil scolaire de district catholique de l'Est ontarien","725684","École secondaire catholique La Citadelle","Cornwall",1,0,0,1,88
"2021-04-14","2021-04-15","Conseil scolaire de district catholique de l'Est ontarien","752908","École secondaire catholique Le Relais","North Glengarry",1,0,0,1,89
"2021-04-14","2021-04-15","Conseil scolaire de district catholique de l'Est ontarien","713740","École secondaire catholique régionale de Hawkesbury","Hawkesbury",3,1,0,4,90
"2021-04-14","2021-04-15","Conseil scolaire de district catholique des Grandes Rivières","686760","École catholique Anicet-Morin","Timmins",1,0,0,1,91
"2021-04-14","2021-04-15","Conseil scolaire de district catholique des Grandes Rivières","864650","École secondaire catholique Theriault","Timmins",1,0,0,1,92
"2021-04-14","2021-04-15","Conseil scolaire de district catholique du Centre-Est de l'Ontario","B67334","Board Site","Ottawa",0,2,0,2,93
"2021-04-14","2021-04-15","Conseil scolaire de district catholique du Centre-Est de l'Ontario","705047","École élémentaire catholique Arc-en-ciel","Ottawa",2,0,0,2,94
"2021-04-14","2021-04-15","Conseil scolaire de district catholique du Centre-Est de l'Ontario","705390","École élémentaire catholique De la Découverte","Ottawa",3,0,0,3,95
"2021-04-14","2021-04-15","Conseil scolaire de district catholique du Centre-Est de l'Ontario","786634","École élémentaire catholique d'enseignement personnalisé Édouard-Bond","Ottawa",0,1,0,1,96
"2021-04-14","2021-04-15","Conseil scolaire de district catholique du Centre-Est de l'Ontario","725633","École élémentaire catholique d'enseignement personnalisé Lamoureux","Ottawa",0,1,0,1,97
"2021-04-14","2021-04-15","Conseil scolaire de district catholique du Centre-Est de l'Ontario","741671","École élémentaire catholique Des  Voyageurs","Ottawa",1,0,0,1,98
"2021-04-14","2021-04-15","Conseil scolaire de district catholique du Centre-Est de l'Ontario","705055","École élémentaire catholique Elisabeth-Bruyère","Ottawa",1,0,0,1,99
"2021-04-14","2021-04-15","Conseil scolaire de district catholique du Centre-Est de l'Ontario","864730","École élémentaire catholique George-Étienne-Cartier","Ottawa",2,0,0,2,100
"2021-04-14","2021-04-15","Conseil scolaire de district catholique du Centre-Est de l'Ontario","734314","École élémentaire catholique Laurier-Carrière","Ottawa",1,0,0,1,101
"2021-04-14","2021-04-15","Conseil scolaire de district catholique du Centre-Est de l'Ontario","865648","École élémentaire catholique L'Étoile-de-l'Est","Ottawa",0,1,0,1,102
"2021-04-14","2021-04-15","Conseil scolaire de district catholique du Centre-Est de l'Ontario","732397","École élémentaire catholique Montfort","Ottawa",1,0,0,1,103
"2021-04-14","2021-04-15","Conseil scolaire de district catholique du Centre-Est de l'Ontario","761251","École élémentaire catholique Notre-Dame","North Grenville",6,0,0,6,104
"2021-04-14","2021-04-15","Conseil scolaire de district catholique du Centre-Est de l'Ontario","688762","École élémentaire catholique Pierre-Elliott- Trudeau","Ottawa",1,0,0,1,105
"2021-04-14","2021-04-15","Conseil scolaire de district catholique du Centre-Est de l'Ontario","705365","École élémentaire catholique Reine-des-Bois","Ottawa",1,0,0,1,106
"2021-04-14","2021-04-15","Conseil scolaire de district catholique du Centre-Est de l'Ontario","744957","École élémentaire catholique Riverside Sud II (Jonathan-Pitre)","Ottawa",1,0,0,1,107
"2021-04-14","2021-04-15","Conseil scolaire de district catholique du Centre-Est de l'Ontario","709387","École élémentaire catholique Sainte-Bernadette","Ottawa",1,0,0,1,108
"2021-04-14","2021-04-15","Conseil scolaire de district catholique du Centre-Est de l'Ontario","861871","École élémentaire catholique Sainte-Geneviève","Ottawa",3,0,0,3,109
"2021-04-14","2021-04-15","Conseil scolaire de district catholique du Centre-Est de l'Ontario","733402","École élémentaire catholique Sainte-Kateri","Ottawa",1,0,0,1,110
"2021-04-14","2021-04-15","Conseil scolaire de district catholique du Centre-Est de l'Ontario","701971","École élémentaire catholique Saint-Guillaume","Ottawa",2,0,0,2,111
"2021-04-14","2021-04-15","Conseil scolaire de district catholique du Centre-Est de l'Ontario","703095","École élémentaire catholique Saint-Joseph d'Orléans","Ottawa",1,0,0,1,112
"2021-04-14","2021-04-15","Conseil scolaire de district catholique du Centre-Est de l'Ontario","861480","École élémentaire catholique Terre-des-Jeunes","Ottawa",4,0,0,4,113
"2021-04-14","2021-04-15","Conseil scolaire de district catholique du Centre-Est de l'Ontario","705276","École intermédiaire catholique Béatrice-Desloges","Ottawa",2,0,0,2,114
"2021-04-14","2021-04-15","Conseil scolaire de district catholique du Centre-Est de l'Ontario","752550","École intermédiaire catholique Franco-Cité","Ottawa",4,0,0,4,115
"2021-04-14","2021-04-15","Conseil scolaire de district catholique du Centre-Est de l'Ontario","750107","École intermédiaire catholique Franco-Ouest","Ottawa",1,0,0,1,116
"2021-04-14","2021-04-15","Conseil scolaire de district catholique du Centre-Est de l'Ontario","752899","École intermédiaire catholique Mer Bleue","Ottawa",1,0,0,1,117
"2021-04-14","2021-04-15","Conseil scolaire de district catholique du Centre-Est de l'Ontario","705314","École secondaire catholique Béatrice-Desloges","Ottawa",2,1,0,3,118
"2021-04-14","2021-04-15","Conseil scolaire de district catholique du Centre-Est de l'Ontario","694827","École secondaire catholique Collège catholique Franco-Ouest","Ottawa",2,0,0,2,119
"2021-04-14","2021-04-15","Conseil scolaire de district catholique du Centre-Est de l'Ontario","695955","École secondaire catholique Collège catholique Samuel-Genest","Ottawa",2,0,0,2,120
"2021-04-14","2021-04-15","Conseil scolaire de district catholique du Centre-Est de l'Ontario","705233","École secondaire catholique Franco-Cité","Ottawa",3,0,0,3,121
"2021-04-14","2021-04-15","Conseil scolaire de district catholique du Centre-Est de l'Ontario","710903","École secondaire catholique Garneau","Ottawa",3,0,0,3,122
"2021-04-14","2021-04-15","Conseil scolaire de district catholique du Centre-Est de l'Ontario","750085","École secondaire catholique Marie-Rivier","Kingston",1,0,0,1,123
"2021-04-14","2021-04-15","Conseil scolaire de district catholique du Centre-Est de l'Ontario","758231","École secondaire catholique Paul-Desmarais","Ottawa",4,0,0,4,124
"2021-04-14","2021-04-15","Conseil scolaire de district catholique du Centre-Est de l'Ontario","832670","École secondaire catholique Pierre-Savard","Ottawa",2,0,0,2,125
"2021-04-14","2021-04-15","Conseil scolaire de district catholique du Centre-Est de l'Ontario","769765","É Élém C Bernard-Grandmaître","Ottawa",1,0,0,1,126
"2021-04-14","2021-04-15","Conseil scolaire Viamonde","B66303","Board Site","Toronto",0,1,0,1,127
"2021-04-14","2021-04-15","Conseil scolaire Viamonde","447621","École élémentaire Charles Sauriol","Toronto",1,0,0,1,128
"2021-04-14","2021-04-15","Conseil scolaire Viamonde","426502","École élémentaire du Chêne","Oakville",2,0,0,2,129
"2021-04-14","2021-04-15","Conseil scolaire Viamonde","342322","École élémentaire Dyane-Adam","Milton",3,0,0,3,130
"2021-04-14","2021-04-15","Conseil scolaire Viamonde","194069","École élémentaire Félix-Leclerc","Toronto",2,0,0,2,131
"2021-04-14","2021-04-15","Conseil scolaire Viamonde","532816","École élémentaire Franco-Jeunesse","Sarnia",3,0,0,3,132
"2021-04-14","2021-04-15","Conseil scolaire Viamonde","004367","École élémentaire Franco-Niagara","Welland",2,0,0,2,133
"2021-04-14","2021-04-15","Conseil scolaire Viamonde","572312","École élémentaire Gaetan-Gervais","Oakville",1,0,0,1,134
"2021-04-14","2021-04-15","Conseil scolaire Viamonde","156264","École élémentaire Georges-P-Vanier","Hamilton",1,0,0,1,135
"2021-04-14","2021-04-15","Conseil scolaire Viamonde","282260","École élémentaire Jeanne-Lajoie","Toronto",1,0,0,1,136
"2021-04-14","2021-04-15","Conseil scolaire Viamonde","156183","École élémentaire Jeunes sans frontières","Brampton",1,0,0,1,137
"2021-04-14","2021-04-15","Conseil scolaire Viamonde","165000","École élémentaire LaMarsh","Niagara Falls",3,3,0,6,138
"2021-04-14","2021-04-15","Conseil scolaire Viamonde","032247","École élémentaire La Source","Barrie",1,0,0,1,139
"2021-04-14","2021-04-15","Conseil scolaire Viamonde","309192","École élémentaire Laure Rièse","Toronto",3,0,0,3,140
"2021-04-14","2021-04-15","Conseil scolaire Viamonde","311090","École élémentaire Les Rapides","Sarnia",2,0,0,2,141
"2021-04-14","2021-04-15","Conseil scolaire Viamonde","328910","École élémentaire Mathieu-da-Costa","Toronto",1,1,0,2,142
"2021-04-14","2021-04-15","Conseil scolaire Viamonde","165484","École élémentaire Pavillon de la Jeunesse","Hamilton",3,4,0,7,143
"2021-04-14","2021-04-15","Conseil scolaire Viamonde","165425","École élémentaire Renaissance","Burlington",1,0,0,1,144
"2021-04-14","2021-04-15","Conseil scolaire Viamonde","298133","École élémentaire Ronald Marion","Pickering",3,0,0,3,145
"2021-04-14","2021-04-15","Conseil scolaire Viamonde","037753","École élémentaire Viola-Léger","Clarington",2,0,0,2,146
"2021-04-14","2021-04-15","Conseil scolaire Viamonde","310415","École Ronald-Marion","Pickering",1,0,0,1,147
"2021-04-14","2021-04-15","Conseil scolaire Viamonde","910554","École secondaire Gabriel-Dumont","London",1,0,0,1,148
"2021-04-14","2021-04-15","Conseil scolaire Viamonde","907642","École secondaire Jeunes sans frontières","Brampton",2,1,0,3,149
"2021-04-14","2021-04-15","Conseil scolaire Viamonde","952803","École Secondaire Toronto Ouest","Toronto",1,0,0,1,150
"2021-04-14","2021-04-15","District School Board of Niagara","890200","A N Myer Secondary School","Niagara Falls",2,0,0,2,151
"2021-04-14","2021-04-15","District School Board of Niagara","001793","Diamond Trail Public School","Welland",3,1,0,4,152
"2021-04-14","2021-04-15","District School Board of Niagara","907677","Eden Secondary School","St. Catharines",1,0,0,1,153
"2021-04-14","2021-04-15","District School Board of Niagara","165956","Edith Cavell Public School","St. Catharines",1,1,0,2,154
"2021-04-14","2021-04-15","District School Board of Niagara","156418","E.I. McCulley Public School","St. Catharines",0,1,0,1,155
"2021-04-14","2021-04-15","District School Board of Niagara","195596","Ferndale Public School","St. Catharines",0,1,0,1,156
"2021-04-14","2021-04-15","District School Board of Niagara","218600","Glendale Public School","Welland",1,0,0,1,157
"2021-04-14","2021-04-15","District School Board of Niagara","914010","Governor Simcoe Secondary School","St. Catharines",0,1,0,1,158
"2021-04-14","2021-04-15","District School Board of Niagara","229520","Greendale Public School","Niagara Falls",1,0,0,1,159
"2021-04-14","2021-04-15","District School Board of Niagara","304921","Lakeview Public School","Grimsby",1,0,0,1,160
"2021-04-14","2021-04-15","District School Board of Niagara","313114","Lincoln Centennial Public School","St. Catharines",1,0,0,1,161
"2021-04-14","2021-04-15","District School Board of Niagara","382868","Nelles Public School","Grimsby",1,0,0,1,162
"2021-04-14","2021-04-15","District School Board of Niagara","417521","Ontario Public School","Thorold",1,0,0,1,163
"2021-04-14","2021-04-15","District School Board of Niagara","514780","Pine Grove Public School","St. Catharines",2,0,0,2,164
"2021-04-14","2021-04-15","District School Board of Niagara","455202","Prince of Wales Public School","Thorold",1,0,0,1,165
"2021-04-14","2021-04-15","District School Board of Niagara","456110","Prince Philip Public School","Niagara Falls",2,0,0,2,166
"2021-04-14","2021-04-15","District School Board of Niagara","461415","Quaker Road Public School","Welland",1,0,0,1,167
"2021-04-14","2021-04-15","District School Board of Niagara","483117","Richmond Street Public School","Thorold",1,0,0,1,168
"2021-04-14","2021-04-15","District School Board of Niagara","505382","Senator Gibson Public School","Lincoln",1,0,0,1,169
"2021-04-14","2021-04-15","District School Board of Niagara","573507","Victoria Public School","Niagara Falls",2,0,0,2,170
"2021-04-14","2021-04-15","District School Board of Niagara","947180","Welland Centennial Secondary School","Welland",1,0,0,1,171
"2021-04-14","2021-04-15","District School Board of Niagara","952214","Westlane Secondary School","Niagara Falls",1,0,0,1,172
"2021-04-14","2021-04-15","District School Board Ontario North East","375887","DSB1 Distance Learning Public School","Timmins",0,1,0,1,173
"2021-04-14","2021-04-15","District School Board Ontario North East","918288","Iroquois Falls Secondary School","Iroquois Falls",0,1,0,1,174
"2021-04-14","2021-04-15","District School Board Ontario North East","468371","R Ross Beattie Senior Public School","Timmins",1,0,0,1,175
"2021-04-14","2021-04-15","Dufferin-Peel Catholic District School Board","B67083","Board Site","Mississauga",0,1,0,1,176
"2021-04-14","2021-04-15","Dufferin-Peel Catholic District School Board","749813","Cardinal Ambrozic Catholic Secondary School","Brampton",1,0,0,1,177
"2021-04-14","2021-04-15","Dufferin-Peel Catholic District School Board","850888","Cardinal Leger Secondary School","Brampton",0,1,0,1,178
"2021-04-14","2021-04-15","Dufferin-Peel Catholic District School Board","706337","Father Clair Tipping School","Brampton",1,0,0,1,179
"2021-04-14","2021-04-15","Dufferin-Peel Catholic District School Board","696307","Father C W Sullivan Catholic School","Brampton",2,0,0,2,180
"2021-04-14","2021-04-15","Dufferin-Peel Catholic District School Board","730441","Father Francis McSpiritt Catholic Elementary School","Brampton",0,1,0,1,181
"2021-04-14","2021-04-15","Dufferin-Peel Catholic District School Board","819219","Holy Spirit Catholic Elementary School","Brampton",1,0,0,1,182
"2021-04-14","2021-04-15","Dufferin-Peel Catholic District School Board","731447","Metropolitan Andrei Catholic School","Mississauga",1,0,0,1,183
"2021-04-14","2021-04-15","Dufferin-Peel Catholic District School Board","742333","Our Lady of Mount Carmel Secondary School","Mississauga",2,0,0,2,184
"2021-04-14","2021-04-15","Dufferin-Peel Catholic District School Board","750042","Pauline Vanier Catholic Elementary School","Brampton",1,0,0,1,185
"2021-04-14","2021-04-15","Dufferin-Peel Catholic District School Board","753211","Robert F. Hall Catholic Secondary School","Caledon",1,0,0,1,186
"2021-04-14","2021-04-15","Dufferin-Peel Catholic District School Board","770434","St Agnes Separate School","Brampton",1,0,0,1,187
"2021-04-14","2021-04-15","Dufferin-Peel Catholic District School Board","812896","St. Andre Bessette Catholic Elementary School","Brampton",1,0,0,1,188
"2021-04-14","2021-04-15","Dufferin-Peel Catholic District School Board","775797","St. Barbara Elementary School","Mississauga",1,0,0,1,189
"2021-04-14","2021-04-15","Dufferin-Peel Catholic District School Board","776092","St Basil School","Mississauga",0,1,0,1,190
"2021-04-14","2021-04-15","Dufferin-Peel Catholic District School Board","781401","St Catherine of Siena School","Mississauga",1,0,0,1,191
"2021-04-14","2021-04-15","Dufferin-Peel Catholic District School Board","787647","St. Edmund Separate School","Mississauga",2,0,0,2,192
"2021-04-14","2021-04-15","Dufferin-Peel Catholic District School Board","792586","St. Francis Xavier Elementary School","Brampton",1,0,0,1,193
"2021-04-14","2021-04-15","Dufferin-Peel Catholic District School Board","792594","St. Francis Xavier Secondary School","Mississauga",1,0,0,1,194
"2021-04-14","2021-04-15","Dufferin-Peel Catholic District School Board","798274","St. Isaac Jogues Elementary School","Brampton",1,0,0,1,195
"2021-04-14","2021-04-15","Dufferin-Peel Catholic District School Board","821381","St. Marcellinus Secondary School","Mississauga",0,1,0,1,196
"2021-04-14","2021-04-15","Dufferin-Peel Catholic District School Board","823953","St. Martin Secondary School","Mississauga",1,1,0,2,197
"2021-04-14","2021-04-15","Dufferin-Peel Catholic District School Board","841730","St Paul Secondary School","Mississauga",1,0,0,1,198
"2021-04-14","2021-04-15","Dufferin-Peel Catholic District School Board","856207","St. Thomas More School","Mississauga",2,0,0,2,199
"2021-04-14","2021-04-15","Durham Catholic District School Board","685984","All Saints Catholic Secondary School","Whitby",3,1,0,4,200
"2021-04-14","2021-04-15","Durham Catholic District School Board","703923","Archbishop Denis O’Connor Catholic High School","Ajax",0,1,0,1,201
